 suite name label n test
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
66 calendar test_locale_calendar_formatweekday fail 3 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""Mo"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
67 calendar test_locale_calendar_formatweekday fail 4 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 4), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
68 calendar test_locale_calendar_formatweekday fail 5 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 11), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
69 calendar test_locale_calendar_formatweekday fail 6 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""Monday"")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
70 calendar test_locale_calendar_formatweekday fail 7 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(1, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
71 calendar test_locale_calendar_formatweekday fail 8 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(1, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
72 calendar test_locale_calendar_formatweekday fail 9 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(1, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
74 calendar test_locale_calendar_formatweekday pass 1 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(1, 1), ""T"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
75 calendar test_locale_calendar_formatweekday pass 10 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
76 calendar test_locale_calendar_formatweekday pass 2 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(1, 2), ""Tu"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
77 calendar test_locale_calendar_formatweekday pass 3 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(1, 3), ""Tue"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
78 calendar test_locale_calendar_formatweekday pass 4 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(1, 5), "" Tue "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
79 calendar test_locale_calendar_formatweekday pass 5 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(1, 8), ""  Tue   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
80 calendar test_locale_calendar_formatweekday pass 6 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(1, 9), "" Tuesday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
81 calendar test_locale_calendar_formatweekday pass 7 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            # For short widths, a centered, abbreviated name is used.
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(1, 10), "" Tuesday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
82 calendar test_locale_calendar_formatweekday pass 8 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
83 calendar test_locale_calendar_formatweekday pass 9 "    import calendar
    ...
    def test_locale_calendar_formatweekday(self):
        try:
            # formatweekday uses different day names based on the available width.
            cal = calendar.LocaleTextCalendar(locale='en_US')
            
            # For really short widths, the abbreviated name is truncated.
            self.assertEqual(cal.formatweekday(0, 1), ""M"")
            self.assertEqual(cal.formatweekday(0, 2), ""Mo"")
            self.assertEqual(cal.formatweekday(0, 3), ""Mon"")
            self.assertEqual(cal.formatweekday(0, 5), "" Mon "")
            self.assertEqual(cal.formatweekday(0, 8), ""  Mon   "")
            
            # For long widths, the full day name is used.
            self.assertEqual(cal.formatweekday(0, 9), ""  Monday "")
            self.assertEqual(cal.formatweekday(0, 10), ""  Monday  "")
        except locale.Error:
            raise unittest.SkipTest('cannot set the en_US locale')

"
84 csv test_read_linenum fail 1 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,2', 'line,3'])
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
85 csv test_read_linenum fail 10 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line1 line2 line3'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
86 csv test_read_linenum fail 2 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,2'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
87 csv test_read_linenum fail 3 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,2', 'line,3'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 4)

"
88 csv test_read_linenum fail 4 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,2', 'line,3'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        next(r)
        self.assertEqual(r.line_num, 4)

"
89 csv test_read_linenum fail 5 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,2', 'line,3'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(RuntimeError, next, r)
        self.assertEqual(r.line_num, 3)

"
90 csv test_read_linenum fail 6 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,2', 'line,3'])
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
91 csv test_read_linenum fail 7 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,2', 'line,3', 'line,4'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
92 csv test_read_linenum fail 8 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,2', 'line,3'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 2)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 2)

"
93 csv test_read_linenum fail 9 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1 line,2 line,3'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
95 csv test_read_linenum pass 1 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,0', 'line,2', 'line,3'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
96 csv test_read_linenum pass 10 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,,1', 'line,,2', 'line,,3'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
97 csv test_read_linenum pass 2 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,1', 'line,1'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
98 csv test_read_linenum pass 3 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line1', 'line2', 'line3'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
99 csv test_read_linenum pass 4 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,2', 'line,3'])
        line_num = 0
        self.assertEqual(r.line_num, line_num)
        next(r)
        self.assertEqual(r.line_num, line_num+1)
        next(r)
        self.assertEqual(r.line_num, line_num+2)
        next(r)
        self.assertEqual(r.line_num, line_num+3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, line_num+3)

"
100 csv test_read_linenum pass 5 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1', 'line,2'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 2)

"
101 csv test_read_linenum pass 6 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 1)

"
102 csv test_read_linenum pass 7 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['zzz,1', 'zzz,2', 'zzz,3'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
103 csv test_read_linenum pass 8 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,10', 'line,20', 'line,30'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
104 csv test_read_linenum pass 9 "    import csv
    ...
    def test_read_linenum(self):
        r = csv.reader(['line,1,2', 'line,2,3', 'line,3,4'])
        self.assertEqual(r.line_num, 0)
        next(r)
        self.assertEqual(r.line_num, 1)
        next(r)
        self.assertEqual(r.line_num, 2)
        next(r)
        self.assertEqual(r.line_num, 3)
        self.assertRaises(StopIteration, next, r)
        self.assertEqual(r.line_num, 3)

"
105 csv test_write_simple_dict fail 1 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abc\r\n"")

"
106 csv test_write_simple_dict fail 10 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abc\r\n"")

"
107 csv test_write_simple_dict fail 2 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abc\r\n"")

"
108 csv test_write_simple_dict fail 3 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""aaa""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abc\r\n"")

"
109 csv test_write_simple_dict fail 4 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,aaa\r\n"")

"
110 csv test_write_simple_dict fail 5 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,abc,\r\n"")

"
111 csv test_write_simple_dict fail 6 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), "",10,abc\r\n"")

"
112 csv test_write_simple_dict fail 7 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abc\r"")

"
113 csv test_write_simple_dict fail 8 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abc"")

"
114 csv test_write_simple_dict fail 9 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abc\r\n"")

"
116 csv test_write_simple_dict pass 1 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
